Year,Class,Event,Name,School,Mark,Tie
1985,A,400m Dash,"Isaac, Anthony",Treutlen,49.25,
1985,AA,400m Dash,"Heard, Bernard",Woodland,48,
1985,AAA,400m Dash,"McAfee, Robert",Camden Co.,49.48,
1985,AAAA,400m Dash,"Miller, Eddie",Southwest Dekalb,47.51,
1985,A,800m Run,"Isaac, Anthony",Treutlen,01:58.1,
1985,AA,800m Run,"Washington, Jimmy",Lovett,01:56.1,
1985,AAA,800m Run,"Williams, Tony",Avondale,01:55.3,
1985,AAAA,800m Run,"Milton, Tracey",Warner Robins,01:55.7,
1985,A,Discus,"Knox, Jay",Palmetto,153-10,
1985,AA,Discus,"Howard, Chris",West Laurens,165-7,
1985,AAA,Discus,"Berry, Hiawatha",Winder-Barrow,197-10,
1985,AAAA,Discus,"Jones, George",Griffin,155-4,
1985,A,High Jump,"McIntyre, Keith",Armuchee,8-Jun,
1985,AA,High Jump,"Monds, Calvin",Brooks Co.,8-Jun,
1985,AAA,High Jump,"Musselwhite, Craig",Carrollton,6-8.25,
1985,AAAA,High Jump,"Thompson, Britt",Brookwood,6-Jun,
1985,A,Long Jump,"Sneed, Johnny",Montgomery Co.,22-9,
1985,AA,Long Jump,"Jordan, Donald",Vidalia,22-9.25,
1985,AAA,Long Jump,"Reed, David",Lithonia,23-7.25,
1985,AAAA,Long Jump,"Brown, Daryl",Clarke Central,22-11.75,
1985,A,Pole Vault,"Cook, Jared",Paideia,Dec-00,
1985,AA,Pole Vault,"Dukes, Jim",Brantley Co.,14-2,
1985,AAA,Pole Vault,"Stovall, Ernie",Winder-Barrow,14-0,
1985,AAAA,Pole Vault,"Sikes, Glenn",Parkview,14-9,
1985,A,Relay--1600m,,Lincoln Co.,03:26.4,
1985,AA,Relay--1600m,,Woodland,03:21.8,
1985,AAA,Relay--1600m,,Walker,03:19.5,
1985,AAAA,Relay--1600m,,Griffin,03:16.8,
1985,A,Relay--400m,,Lincoln Co.,42.82,
1985,AA,Relay--400m,,Cedar Grove,42.5,
1985,AAA,Relay--400m,,Walker,42.84,
1985,AAAA,Relay--400m,,Griffin,42.1,
1985,A,Shot Put,"Moring, Carlos",Pacelli,50-5.75,
1985,AA,Shot Put,"Howard, Chris",West Laurens,53-4,
1985,AAA,Shot Put,"Berry, Hiawatha",Winder-Barrow,54-9.75,
1985,AAAA,Shot Put,"Traylor, Will",Lassiter,54-4.25,
1985,A,Triple Jump,"Sharpe, Shannon",Glennville,48-2.5,
1985,AA,Triple Jump,"Wise, Michael",Vidalia,48-7,
1985,AAA,Triple Jump,"Williams, Richard",Walker,48-10.5,
1985,AAAA,Triple Jump,"Bell, Gregory",Valdosta,45-3.25,
1986,A,100m Dash,"Rawls, Alfred",Wilcox Co.,10.65,
1986,AA,100m Dash,"Williams, Rupert",Mitchell-Baker,10.82,
1986,AAA,100m Dash,"Talton, Rodney",Peach Co.,10.79,
1986,AAAA,100m Dash,"Brown, Tony",Warner Robins,10.8,
1986,A,110m High Hurdles,"Johnson, Eddie",Reidsville,14.23,
1986,AA,110m High Hurdles,"Young, Rodney",Dooly Co.,14.65,
1986,AAA,110m High Hurdles,"Shell, Alex",Carrollton,14.38,
1986,AAAA,110m High Hurdles,"Carter, Kelly",Southwest Dekalb,13.95,
1986,A,1600m Run,"Wright, Wesley",Jenkins Co.,04:26.1,
1986,AA,1600m Run,"Strozier, D'Juan",Woodland,04:21.7,
1986,AAA,1600m Run,"Edwards, Mike",Gordon,04:18.8,
1986,AAAA,1600m Run,"Klien, Chris",Walton,04:21.0,
1986,A,200m Dash,"Rawls, Alfred",Wilcox Co.,21.79,
1986,AA,200m Dash,"Williams, Rupert",Mitchell-Baker,22,
1986,AAA,200m Dash,"Copps, Gerald",Camden Co.,21.68,
1986,AAAA,200m Dash,"Miller, Eddie",Southwest Dekalb,21.76,
1986,A,300m Int. Hurdles,"Collins, Calvin",Warren Co.,39.85,
1986,AA,300m Int. Hurdles,"Keen, Chris",Jefferson,39.52,
1986,AAA,300m Int. Hurdles,"Shell, Alex",Carrollton,38.3,
1986,AAAA,300m Int. Hurdles,"Carter, Kelly",Southwest Dekalb,37.44,
1986,A,3200m Run,"Wright, Wesley",Jenkins Co.,09:56.4,
1986,AA,3200m Run,"Holmes, Bryan",Collins,09:54.2,
1986,AAA,3200m Run,"Rea, Peter",Troup,09:32.2,
1986,AAAA,3200m Run,"Grindstaff, Travis",Etowah,09:29.5,
1986,A,400m Dash,"Cook, Felton",Palmetto,49.03,
1986,AA,400m Dash,"Nicholson, Rodney",Lakeshore,49.31,
1986,AAA,400m Dash,"McBee, Jeff",Calhoun,48.84,
1986,AAAA,400m Dash,"Pettigrew, Antonia",Southwest Macon,47.19,
1986,A,800m Run,"Middlebrooks, Johnny",Wilcox Co.,01:57.0,
1986,AA,800m Run,"Jamison, Bruce",Waycross,01:56.8,
1986,AAA,800m Run,"Edwards, Mike",Gordon,01:55.6,
1986,AAAA,800m Run,"Robinson, Charles",Clarke Central,01:55.8,
1986,A,Discus,"Davis, Casey",Monticello,147-7,
1986,AA,Discus,"Howard, Chris",West Laurens,175-1,
1986,AAA,Discus,"Berry, Hiawatha",Winder-Barrow,191-10,
1986,AAAA,Discus,"Mumford, Anthony",Statesboro,160-9,
1986,A,High Jump,"Daggett, Jason",Gordon Lee,6-Jun,
1986,AA,High Jump,"Dunham, Tony",Manchester,8-Jun,
1986,AAA,High Jump,"Burtch, Paul",Franklin Co.,8-Jun,
1986,AAAA,High Jump,"Ways, Chuck",LaGrange,10-Jun,
1986,A,Long Jump,"Johnson, Eddie",Reidsville,22-9.5,
1986,AA,Long Jump,"Jordan, Donald",Vidalia,22-10.75,
1986,AAA,Long Jump,"Shell, Alex",Carrollton,24-0.25,
1986,AAAA,Long Jump,"Victor, Xavier",Monroe,22-8.5,
1986,A,Pole Vault,"Hight, Jonathan",Arlington,6-Nov,
1986,AA,Pole Vault,"Keen, Chris",Jefferson,14-3,
1986,AAA,Pole Vault,"Calloway, Everette",Fitzgerald,13-6,
1986,AAAA,Pole Vault,"King, Tobin",Columbus,13-6,
1986,A,Relay--1600m,,Wilcox Co.,03:24.6,
1986,AA,Relay--1600m,,"Carver, Atlanta",03:25.5,
1986,AAA,Relay--1600m,,Clarkston,03:21.0,
1986,AAAA,Relay--1600m,,Southwest,03:17.2,
1986,A,Relay--400m,,Wilcox Co.,43.48,
1986,AA,Relay--400m,,Washington-Wilkes,42.81,
1986,AAA,Relay--400m,,Peach Co.,42,
1986,AAAA,Relay--400m,,Warner Robins,41.51,
1986,A,Shot Put,"Brewer, George",West Point,50-0.75,
1986,AA,Shot Put,"Howard, Chris",West Laurens,58-6.5,
1986,AAA,Shot Put,"Berry, Hiawatha",Winder-Barrow,56-10,
1986,AAAA,Shot Put,"Peterson, Ernest",Westover,53-11,
1986,A,Triple Jump,"Sharpe, Shannon",Glennville,48-3,
1986,AA,Triple Jump,"Parks, Kenny",Central Carrollton,46-5,
1986,AAA,Triple Jump,"Flowers, Kevin",Camden Co.,48-2.75,
1986,AAAA,Triple Jump,"Bell, Randy",Valdosta,47-7.75,
1987,A,100m Dash,"Habersham, Shoun",Louisville,10.96,
1987,AA,100m Dash,"Lewis, Tim",Fitzgerald,10.72,
1987,AAA,100m Dash,"Parks, Charlie",Butler,10.82,
1987,AAAA,100m Dash,"Brown, Tony",Warner Robins,10.81,
1987,A,110m High Hurdles,"Collins, Calvin",Warren Co.,14.66,
1987,AA,110m High Hurdles,"Thompson, Rodney",Fitzgerald,14.47,
1987,AAA,110m High Hurdles,"Johnson, Morris",Glenn Hills,14.53,
1987,AAAA,110m High Hurdles,"Carter, Kelly",Southwest Dekalb,13.96,
1987,A,1600m Run,"Deaton, Paul",Athens Aca.,4:37,
1987,AA,1600m Run,"Strozier, D'Juan",Woodland,04:22.4,
1987,AAA,1600m Run,"Cantu, Arthur",South Gwinnett,04:18.7,
1987,AAAA,1600m Run,"Grindstaff, Travis",Etowah,04:15.1,
1987,A,200m Dash,"Habersham, Shoun",Louisville,22.28,
1987,AA,200m Dash,"Lewis, Tim",Fitzgerald,21.81,
1987,AAA,200m Dash,"Parks, Charlie",Butler,21.75,
1987,AAAA,200m Dash,"Pettigrew, Antonia",Southwest Macon,21.72,
1987,A,300m Int. Hurdles,"Collins, Calvin",Warren Co.,39.44,
1987,AA,300m Int. Hurdles,"Keen, Chris",Jefferson,38.43,
1987,AAA,300m Int. Hurdles,"Sinclair, Clayton","Northside, Atlanta",39.73,
1987,AAAA,300m Int. Hurdles,"Carter, Kelly",Southwest Dekalb,37.58,
1987,A,3200m Run,"Deaton, Paul",Athens Aca.,10:04.8,
1987,AA,3200m Run,"Knotts, Gibbs",Shiloh,09:37.8,
1987,AAA,3200m Run,"Cantu, Arthur",South Gwinnett,09:24.8,
1987,AAAA,3200m Run,"Grindstaff, Travis",Etowah,09:20.0,
1987,A,400m Dash,"Washington, Keith",Louisville,50.45,
1987,AA,400m Dash,"McBee, Jeff",Calhoun,48.94,
1987,AAA,400m Dash,"Oliver, Robert",Butler,49.13,
1987,AAAA,400m Dash,"Miller, Eddie",Southwest Dekalb,47.23,
1987,A,800m Run,"Moses, Lamoria",Irwin Co.,01:59.1,
1987,AA,800m Run,"Strozier, D'Juan",Woodland,01:52.8,
1987,AAA,800m Run,"Lewis, Oscar",Worth Co.,01:54.7,
1987,AAAA,800m Run,"West, Daryl",Riverdale,01:55.3,
1987,A,Discus,"Glenn, Allan",Pace Aca.,148.2,
1987,AA,Discus,"Tew, Rodney",Collins,155-5,
1987,AAA,Discus,"Phillips, Richard",Franklin Co.,146-11,
1987,AAAA,Discus,"Cowers, Norman",Douglas Co.,160-10,
1987,A,High Jump,"Wood, Will",Commerce,4-Jun,
1987,AA,High Jump,"Strozier, Bobby",Woodland,6-Jun,
1987,AAA,High Jump,"Johnson, Robert",Carrollton,11-Jun,
1987,AAAA,High Jump,"Williams, Carlos",Warner Robins,8-Jun,
1987,A,Long Jump,"Davis, Johnny",Monticello,22-7.5,
1987,AA,Long Jump,"Crowder, Walt",Central Carrollton,22-8,
1987,AAA,Long Jump,"Parks, Charlie",Butler,23-3,
1987,AAAA,Long Jump,"Ladson, Corey",Tompkins,23-3.25,
1987,A,Pole Vault,"Hight, Jonathan",Arlington,6-Dec,
1987,AA,Pole Vault,"Keen, Chris",Jefferson,14-0,
1987,AAA,Pole Vault,"Gray, Michael",Crestwood,6-Dec,
1987,AAAA,Pole Vault,"Edmonds, John",Walton,13-0,
1987,A,Relay--1600m,,Louisville,03:27.1,
1987,AA,Relay--1600m,,Woodland,03:22.3,
1987,AAA,Relay--1600m,,Butler,03:20.6,
1987,AAAA,Relay--1600m,,Southwest Dekalb,03:14.3,
1987,A,Relay--400m,,Warren Co.,43.18,
1987,AA,Relay--400m,,Fitzgerald,42.08,
1987,AAA,Relay--400m,,Lakeside,42.51,
1987,AAAA,Relay--400m,,Southwest Dekalb,41.97,
1987,A,Shot Put,"Hill, Antonio",Warren Co.,54-6,
1987,AA,Shot Put,"Pye, Tommy",Pickens Co.,54-11.25,
1987,AAA,Shot Put,"Ralston, Ward",Westminster,60-0.25,
1987,AAAA,Shot Put,"Erback, Scott",Brookwood,59-3.25,
1987,A,Triple Jump,"King, Leonard",Calhoun Co.,44-9,
1987,AA,Triple Jump,"Wells, Hurley",R.E. Lee,46-1.25,
1987,AAA,Triple Jump,"Johnson, Robert",Carrollton,48-0.25,
1987,AAAA,Triple Jump,"Russell, Rodney",Newnan,48-2.25,
1988,A,100m Dash,"Habersham, Shoun",Louisville,10.87,
1988,AA,100m Dash,"Lewis, Tim",Fitzgerald,10.79,
1988,AAA,100m Dash,"Ross, Terrance",Troup,10.93,
1988,AAAA,100m Dash,"Lockhart, David","Douglass, Atlanta",10.64,
1988,A,110m High Hurdles,"Mincey, Donnie",Glennville,15.28,
1988,AA,110m High Hurdles,"Thompson, Rodney",Fitzgerald,14.24,
1988,AAA,110m High Hurdles,"Byrd, Lamond",Carrollton,14.23,
1988,AAAA,110m High Hurdles,"Brown, Thomas","Northside, WR",14.8,
1988,A,1600m Run,"Fields, Hubert",Louisville,04:34.6,
1988,AA,1600m Run,"Knotts, Heyward",Shiloh,04:20.7,
1988,AAA,1600m Run,"Saunders, Jay",Westminster,04:25.3,
1988,AAAA,1600m Run,"Grindstaff, Travis",Etowah,04:10.9,
1988,A,200m Dash,"Habersham, Shoun",Louisville,21.9,
1988,AA,200m Dash,"Lewis, Tim",Fitzgerald,21.76,
1988,AAA,200m Dash,"McCoy, Rodney",Villa Rica,21.75,
1988,AAAA,200m Dash,"Head, Tony","Northside, WR",21.83,
1988,A,300m Int. Hurdles,"Griffin, Jason",Metter,39.23,
1988,AA,300m Int. Hurdles,"Thompson, Rodney",Fitzgerald,37:78,
1988,AAA,300m Int. Hurdles,"Nash, Kelsey",Westminster,38.08,
1988,AAAA,300m Int. Hurdles,"Hall, Clint",Columbia,38.7,
1988,A,3200m Run,"Thomas, Tracy",Pelham,10:08.7,
1988,AA,3200m Run,"Knotts, Heyward",Shiloh,09:25.3,
1988,AAA,3200m Run,"Newton, Chad",Chamblee,09:32.2,
1988,AAAA,3200m Run,"Grindstaff, Travis",Etowah,09:04.7,
1988,A,400m Dash,"Morrell, Eric",Irwin Co.,49.66,
1988,AA,400m Dash,"McBee, Jeff",Calhoun,47.57,
1988,AAA,400m Dash,"Maye, Sean",Shamrock,48.38,
1988,AAAA,400m Dash,"Nail, Mike",Kendrick,48.92,
1988,A,800m Run,"Fields, Hubert",Louisville,02:02.3,
1988,AA,800m Run,"Burke, Walter",Putnam Co.,01:56.3,
1988,AAA,800m Run,"Maye, Sean",Shamrock,01:57.9,
1988,AAAA,800m Run,"Williams, Neal",Lassiter,01:54.1,
1988,A,Discus,"Goshay, Derek",Brookstone,161-3,
1988,AA,Discus,"Fenderson, Tyrone",Woodland,153-7,
1988,AAA,Discus,"Tate, Walter",Clarkston,162-4,
1988,AAAA,Discus,"Lee, Jay",Redan,153-7,
1988,A,High Jump,"Davis, Johnny",Monticello,4-Jun,
1988,AA,High Jump,"Irving, Chris",Tri-County,6-Jun,
1988,AAA,High Jump,"Crist, Kevin",Woodward Aca.,10-Jun,
1988,AAAA,High Jump,"Smith, Eugene",Beach,8-Jun,
1988,A,Long Jump,"Davis, Johnny",Monticello,23-1.5,
1988,AA,Long Jump,"Timmons, Elliot",Fitzgerald,22-10.5,
1988,AAA,Long Jump,"McCoy, Rodney",Villa Rica,22-8.75,
1988,AAAA,Long Jump,"Fuller, Randy",Spencer,23-9.75,
1988,A,Pole Vault,"Stone, Denton",Savannah Country Day,6-Dec,
1988,AA,Pole Vault,"Keen, Chris",Jefferson,15-8,
1988,AAA,Pole Vault,"Scogin, Ronnie",Franklin Co.,14-0,
1988,AAAA,Pole Vault,"Johnson, Brett",Lassiter,6-Dec,
1988,A,Relay--1600m,,Louisville,03:22.8,
1988,AA,Relay--1600m,,Lakeshore,03:22.6,
1988,AAA,Relay--1600m,,Shamrock,03:20.9,
1988,AAAA,Relay--1600m,,Griffin,03:18.6,
1988,A,Relay--400m,,Louisville,43.38,
1988,AA,Relay--400m,,Fitzgerald,42.19,
1988,AAA,Relay--400m,,Butler,42.38,
1988,AAAA,Relay--400m,,Clarke Central,42.25,
1988,A,Shot Put,"Scott, Brock",Reidsville,51-1.5,
1988,AA,Shot Put,"Davis, Rodney",Adairsville,55-1,
1988,AAA,Shot Put,"Tate, Walter",Clarkston,56-4,
1988,AAAA,Shot Put,"Bullard, Ivan",Bradwell Inst.,55-5,
1988,A,Triple Jump,"King, Leonard",Calhoun Co.,45-4.5,
1988,AA,Triple Jump,"Holland, Corey",Fitzgerald,46-10,
1988,AAA,Triple Jump,"Nash, Kelsey",Westminster,47-7.25,
1988,AAAA,Triple Jump,"Jones, Ricky",Southwest,48:03.5,
1989,A,100m Dash,"Haggray, Maurice",Bryan Co.,10.94,
1989,AA,100m Dash,"Lewis, Tim",Fitzgerald,10.74,
1989,AAA,100m Dash,"Ellison, Jerry",Glenn Hills,10.62,
1989,AAAA,100m Dash,"Cannon, Chris",Clarke Central,10.78,
1989,A,110m High Hurdles,"Griffin, Jason",Metter,14.8,
1989,AA,110m High Hurdles,"Thompson, Rodney",Fitzgerald,14.17,
1989,AAA,110m High Hurdles,"Byrd, Lamond",Carrollton,14.26,
1989,AAAA,110m High Hurdles,"Coleman, Jeff",Southwest Dekalb,13.88,
1989,A,1600m Run,"Campbell, Tyrone",Monticello,04:42.1,
1989,AA,1600m Run,"Tucker, Danny",Cartersville,04:27.7,
1989,AAA,1600m Run,"O'Brien, Eric",Westminster,04:22.9,
1989,AAAA,1600m Run,"Knotts, Gibbs",Shiloh,04:20.8,
1989,A,200m Dash,"Haggray, Maurice",Bryan Co.,22.12,
1989,AA,200m Dash,"Lewis, Tim",Fitzgerald,21.89,
1989,AAA,200m Dash,"Russell, Wesley",Franklin Co.,21.61,
1989,AAAA,200m Dash,"Graham, Hason",Southwest Dekalb,21.98,
1989,A,300m Int. Hurdles,"Griffin, Jason",Metter,38.76,
1989,AA,300m Int. Hurdles,"Thompson, Rodney",Fitzgerald,37.81,
1989,AAA,300m Int. Hurdles,"Byrd, Lamond",Carrollton,38.79,
1989,AAAA,300m Int. Hurdles,"Reeves, Erik",Shaw,37.49,
1989,A,3200m Run,"Campbell, Tyrone",Monticello,10:19.3,
1989,AA,3200m Run,"Tucker, Danny",Cartersville,09:47.7,
1989,AAA,3200m Run,"O'Brien, Eric",Westminster,09:34.3,
1989,AAAA,3200m Run,"Knotts, Gibbs",Shiloh,09:19.1,
1989,A,400m Dash,"Morrell, Eric",Irwin Co.,49.11,
1989,AA,400m Dash,"Langston, Antione",East Rome,48.52,
1989,AAA,400m Dash,"Russell, Wesley",Franklin Co.,47.39,
1989,AAAA,400m Dash,"Graham, Hason",Southwest Dekalb,49.17,
1989,A,800m Run,"Howard, Edcardo",Dooly Co.,02:01.4,
1989,AA,800m Run,"Burk, Walter",Putnam Co.,01:58.3,
1989,AAA,800m Run,"Lewis, Oscar",Worth Co.,01:55.2,
1989,AAAA,800m Run,"Williams, Neal",Lassiter,01:53.2,
1989,A,Discus,"Scott, Brock",Reidsville,162-11,
1989,AA,Discus,"Rhyne, Danny",Fitzgerald,175-2,
1989,AAA,Discus,"Tate, Walter",Clarkston,177-5,
1989,AAAA,Discus,"Allen, Kelvin",Southside,158-7,
1989,A,High Jump,"Collins, Anthony",Oglethorpe Co.,6-8.25,
1989,AA,High Jump,"Acree, Bobby",Washington-Wilkes,4-Jun,
1989,AAA,High Jump,"Crist, Kevin",Woodward Aca.,10-Jun,
1989,AAAA,High Jump,"Williams, Michael",Kendrick,10-Jun,
1989,A,Long Jump,"Davis, Johnny",Monticello,22-9.75,
1989,AA,Long Jump,"Walker, Gary",Putnam Co.,23-4.5,
1989,AAA,Long Jump,"Branch, Michael","Monroe, Albany",22-10.25,
1989,AAAA,Long Jump,"Fuller, Randy",Spencer,24-0.5,
1989,A,Pole Vault,"Martin, Terence",Jefferson,14-1.5,
1989,AA,Pole Vault,"Arnold, Phillip",Bleckley Co.,6-Dec,
1989,AAA,Pole Vault,"Costley, Judd",Carrollton,13-6,
1989,AAAA,Pole Vault,"Dixon, Jay",Wheeler,14-0,
1989,A,Relay--1600m,,Dooly Co.,03:24.2,
1989,AA,Relay--1600m,,Fitzgerald,03:20.7,
1989,AAA,Relay--1600m,,Franklin Co.,03:23.7,
1989,AAAA,Relay--1600m,,Southwest Dekalb,03:17.4,
1989,A,Relay--400m,,Calhoun Co.,43.73,
1989,AA,Relay--400m,,Fitzgerald,42.25,
1989,AAA,Relay--400m,,Carrollton,42.69,
1989,AAAA,Relay--400m,,Clarke Central,42.12,
1989,A,Shot Put,"Scott, Brock",Reidsville,56-7,
1989,AA,Shot Put,"Rhyne, Danny",Fitzgerald,53-5.5,
1989,AAA,Shot Put,"Tate, Walter",Clarkston,61-1.5,
1989,AAAA,Shot Put,"Buckner, Briston","Carver, Columbus",56-10.5,
1989,A,Triple Jump,"Rawlings, Nick",Jefferson,46-1.5,
1989,AA,Triple Jump,"Holland, Corey",Fitzgerald,48-11.25,
1989,AAA,Triple Jump,"Nash, Kelsey",Westminster,50-1.25,
1989,AAAA,Triple Jump,"Tabor, Brian",Clarke Central,49-7.5,
1990,A,100m Dash,"Fudge, Alfred",Clinch Co.,10.98,
1990,AA,100m Dash,"Chancy, Jermaine",West Hall,10.92,
1990,AAA,100m Dash,"Ellison, Jerry",Glenn Hills,10.7,
1990,AAAA,100m Dash,"Cannon, Chris",Clarke Central,10.59,
1990,A,110m High Hurdles,"Perry, Tony",Greenville,14.6,
1990,AA,110m High Hurdles,"Hendrix, David",Meadowcreek,14.41,
1990,AAA,110m High Hurdles,"McDaniel, Marcus",Clarkston,14.53,
1990,AAAA,110m High Hurdles,"Zachery, Cedric",Southwest Dekalb,14.11,
1990,A,1600m Run,"Cunningham, Enrico",Buford,04:37.8,
1990,AA,1600m Run,"Bellew, Shelton",Lovett,04:29.0,
1990,AAA,1600m Run,"O'Brien, Eric",Westminster,04:18.6,
1990,AAAA,1600m Run,"Graham, Kevin",Riverdale,04:21.2,
1990,A,200m Dash,"Fudge, Alfred",Clinch Co.,22.22,
1990,AA,200m Dash,"Johnson, Forest",Perry,22.08,
1990,AAA,200m Dash,"Nash, Kelsey",Westminster,21.74,
1990,AAAA,200m Dash,"Graham, Hason",Southwest Dekalb,21.39,
1990,A,300m Int. Hurdles,"Reaves, Lamonth",Monticello,39.43,
1990,AA,300m Int. Hurdles,"Hendrix, David",Meadowcreek,38.93,
1990,AAA,300m Int. Hurdles,"Williams, Ricky",Worth Co.,39.57,
1990,AAAA,300m Int. Hurdles,"Zachery, Cedric",Southwest Dekalb,37.61,
1990,A,3200m Run,"Coley, Tracy",Glennville,10:25.1,
1990,AA,3200m Run,"Bellew, Shelton",Lovett,09:42.2,
1990,AAA,3200m Run,"Murphy, Paul",Franklin Co.,09:46.2,
1990,AAAA,3200m Run,"Graham, Kevin",Riverdale,09:27.4,
1990,A,400m Dash,"Howard, Edcardo",Dooly Co.,48.34,
1990,AA,400m Dash,"Johnson, Forest",Perry,47.88,
1990,AAA,400m Dash,"Leroy, James","Monroe, Albany",49.02,
1990,AAAA,400m Dash,"Graham, Hason",Southwest Dekalb,47.64,
1990,A,800m Run,"Howard, Edcardo",Dooly Co.,01:59.4,
1990,AA,800m Run,"Rogers, Lindale",Cartersville,01:59.7,
1990,AAA,800m Run,"Davis, Patrick",Appling Co.,01:54.4,
1990,AAAA,800m Run,"Hayes, Drew",Walton,01:55.4,
1990,A,Discus,"Scott, Brock",Reidsville,167-7,
1990,AA,Discus,"Phyne, Danny",Fitzgerald,163-11,
1990,AAA,Discus,"Carlson, Rob",Duluth,175-1,
1990,AAAA,Discus,"Thomas, Hugh",Southwest Dekalb,170-4,
1990,A,High Jump,"Collins, Anthony",Oglethorpe Co.,6-8.5,
1990,AA,High Jump,"Horton, Jeffery",East Rome,8-Jun,
1990,AAA,High Jump,"Hood, Thaddeius",Glenn Hills,Jul-00,
1990,AAAA,High Jump,"Williams, Michael",Kendrick,8-Jun,
1990,A,Long Jump,"Collins, Anthony",Oglethorpe Co.,23-2,
1990,AA,Long Jump,"Waller, Gary",Putnam Co.,24-5.25,
1990,AAA,Long Jump,"Wynn, John",Carrollton,23-7.25,
1990,AAAA,Long Jump,"Jackson, Amel",Marietta,23-4.25,
1990,A,Pole Vault,"Byrd, Stephen",Reidsville,6-Dec,
1990,AA,Pole Vault,"Arnold, Philip",Bleckley Co.,6-Dec,
1990,AAA,Pole Vault,"Costley, Judd",Carrollton,14-9,
1990,AAAA,Pole Vault,"Sutphin, Keith",Lassiter,13-6,
1990,A,Relay--1600m,,Pelham,03:22.9,
1990,AA,Relay--1600m,,Perry,03:22.9,
1990,AAA,Relay--1600m,,George,03:18.7,
1990,AAAA,Relay--1600m,,Southwest Dekalb,03:19.3,
1990,A,Relay--400m,,Oglethorpe Co.,43.73,
1990,AA,Relay--400m,,Perry,42.61,
1990,AAA,Relay--400m,,Carrollton,42.29,
1990,AAAA,Relay--400m,,Clarke Central,41.54,
1990,A,Shot Put,"Norwood, Toby",Brookstone,59-11.5,
1990,AA,Shot Put,"Phyne, Danny",Fitzgerald,54-6.25,
1990,AAA,Shot Put,"Carlson, Rob",Duluth,57-11,
1990,AAAA,Shot Put,"Gardner, Felmon",Spencer,56-5.25,
1990,A,Triple Jump,"Collins, Anthony",Oglethorpe Co.,45-11.75,
1990,AA,Triple Jump,"Daniels, Jeff",Avondale,48-5.5,
1990,AAA,Triple Jump,"Wynn, John",Carrollton,48-11.25,
1990,AAAA,Triple Jump,"Williams, Michael",Kendrick,48-1,
1991,A,100m Dash,"McKenzie, Dexter",Macon Co.,10.93,
1991,AA,100m Dash,"Chancy, Jermaine",West Hall,10.71,
1991,AAA,100m Dash,"Glanton, Jerel",Carrollton,10.92,
1991,AAAA,100m Dash,"Gibson, Brent","Northside, WR",10.86,
1991,A,110m High Hurdles,"Cresby, Kevin",Jefferson,14.7,
1991,AA,110m High Hurdles,"Sims, Coswell",Jackson,14.42,
1991,AAA,110m High Hurdles,"McDaniel, Marcus",Clarkston,14.49,
1991,AAAA,110m High Hurdles,"Webb, Matt",McEachern,14.25,
1991,A,1600m Run,"Birkhead, Roger",Brookstone,04:40.5,
1991,AA,1600m Run,"Woodward, Jim",Lovett,04:24.3,
1991,AAA,1600m Run,"O'Brien, Eric",Westminster,04:16.0,
1991,AAAA,1600m Run,"Graham, Kevin",Riverdale,04:16.0,
1991,A,200m Dash,"Warthen, Marlow",Warren Co.,22.27,
1991,AA,200m Dash,"Chancy, Jermaine",West Hall,21.6,
1991,AAA,200m Dash,"Edwards, Cornelius",Dodge Co.,21.75,
1991,AAAA,200m Dash,"Barron, Michael",Northeast Macon,21.84,
1991,A,300m Int. Hurdles,"Tomlin, Shawn",Louisville,39.23,
1991,AA,300m Int. Hurdles,"Ramsey, McCray",Waycross,39.64,
1991,AAA,300m Int. Hurdles,"Terry, Octavius",Creekside,37.99,
1991,AAAA,300m Int. Hurdles,"Wright, Chris",Lowndes,38.38,
1991,A,3200m Run,"Wood, Mike",Tallulah Falls,10:20.0,
1991,AA,3200m Run,"Murphy, Paul",Franklin Co.,09:41.6,
1991,AAA,3200m Run,"O'Brien, Eric",Westminster,09:20.6,
1991,AAAA,3200m Run,"Graham, Kevin",Riverdale,09:14.1,
1991,A,400m Dash,"Odom, Edcardo",Dooly Co.,47.67,
1991,AA,400m Dash,"King, Deon",George,48.9,
1991,AAA,400m Dash,"Edwards, Cornelius",Dodge Co.,47.79,
1991,AAAA,400m Dash,"Shelton, Rodney",Dunwoody,47.98,
1991,A,800m Run,"Odom, Edcardo",Dooly Co.,01:58.5,
1991,AA,800m Run,"Miranda, Jackson",Darlington,01:56.3,
1991,AAA,800m Run,"Barnett, Aron",Peach Co.,01:58.1,
1991,AAAA,800m Run,"Burch, Hosein",Tri Cities,01:52.8,
1991,A,Discus,"Lundy, Emerson",Dooly Co.,141-5,
1991,AA,Discus,"Walker, Gary",Franklin Co.,146-2,
1991,AAA,Discus,"Bray, Don",Carrollton,163-1,
1991,AAAA,Discus,"Lupo, Gary",Tift Co.,160-5,
1991,A,High Jump,"Collins, Anthony",Oglethorpe Co.,4-Jun,
1991,AA,High Jump,"Aldridge, Michael",Tri County,6-Jun,
1991,AAA,High Jump,"King, Willie",Kendrick,10-Jun,
1991,AAAA,High Jump,"Kenney, Kareem",Clarke Central,8-Jun,
1991,A,Long Jump,"Collins, Anthony",Oglethorpe Co.,22-11.25,
1991,AA,Long Jump,"Sims, Coswell",Jackson,22-1.25,
1991,AAA,Long Jump,"Wynn, John",Carrollton,23-3.75,
